Date,Sales
2026-12-14,2559
2026-12-15,756
2026-12-16,1017
2026-12-17,2837
2026-12-18,1843
2026-12-19,309
2026-12-20,1134
2026-12-21,1325
2026-12-22,2079
2026-12-23,2164
2026-12-24,1359
2026-12-25,2006
2026-12-26,2387
2026-12-27,2396
2026-12-28,600
2026-12-29,1079
2026-12-30,736
2026-12-31,1236
2027-01-01,1266
2027-01-02,2089
2027-01-03,1314
2027-01-04,2636
2027-01-05,698
2027-01-06,2930
2027-01-07,1145
2027-01-08,1914
2027-01-09,2855
2027-01-10,2632
2027-01-11,1386
2027-01-12,722
2027-01-13,2143
2027-01-14,2191
2027-01-15,1252
2027-01-16,1235
2027-01-17,787
2027-01-18,2908
2027-01-19,673
2027-01-20,1375
2027-01-21,2661
2027-01-22,2371
2027-01-23,1921
2027-01-24,1807
2027-01-25,820
2027-01-26,2926
2027-01-27,1777
2027-01-28,2123
2027-01-29,1013
2027-01-30,551
2027-01-31,2859
2027-02-01,1926
2027-02-02,1037
2027-02-03,1727
2027-02-04,2494
2027-02-05,2983
2027-02-06,566
2027-02-07,1320
2027-02-08,1343
2027-02-09,2351
2027-02-10,1702
2027-02-11,907
2027-02-12,2136
2027-02-13,185
2027-02-14,1839
2027-02-15,1196
2027-02-16,2731
2027-02-17,1082
2027-02-18,1450
2027-02-19,1826
2027-02-20,2995
2027-02-21,2329
2027-02-22,2723
2027-02-23,1605
2027-02-24,1025
2027-02-25,691
2027-02-26,2407
2027-02-27,801
2027-02-28,2268
2027-03-01,2899
2027-03-02,2576
2027-03-03,1933
2027-03-04,701
2027-03-05,1091
2027-03-06,1923
2027-03-07,2944
2027-03-08,2849
2027-03-09,766
2027-03-10,2493
2027-03-11,547
2027-03-12,2592
2027-03-13,2375
2027-03-14,1719
2027-03-15,198
2027-03-16,730
2027-03-17,1940
2027-03-18,436
2027-03-19,1155
2027-03-20,1307
2027-03-21,978
2027-03-22,1511
2027-03-23,686
2027-03-24,1304
2027-03-25,2302
2027-03-26,708
2027-03-27,2230
2027-03-28,763
2027-03-29,872
2027-03-30,1712
2027-03-31,963
2027-04-01,143
2027-04-02,883
2027-04-03,675
2027-04-04,2415
2027-04-05,1517
2027-04-06,441
2027-04-07,2877
2027-04-08,2617
2027-04-09,2700
2027-04-10,1735
2027-04-11,1837
2027-04-12,2224
2027-04-13,855
2027-04-14,1490
2027-04-15,1474
2027-04-16,2248
2027-04-17,1953
2027-04-18,509
2027-04-19,1409
2027-04-20,2706
2027-04-21,2224
2027-04-22,1090
2027-04-23,2255
2027-04-24,915
2027-04-25,291
2027-04-26,750
2027-04-27,2599
2027-04-28,1548
2027-04-29,696
2027-04-30,353
2027-05-01,462
2027-05-02,1356
2027-05-03,1513
2027-05-04,2961
2027-05-05,281
2027-05-06,2756
2027-05-07,2681
2027-05-08,2757
2027-05-09,619
2027-05-10,1304
2027-05-11,1326
2027-05-12,358
2027-05-13,1490
2027-05-14,507
2027-05-15,1708
2027-05-16,638
2027-05-17,255
2027-05-18,2182
2027-05-19,426
2027-05-20,1750
2027-05-21,191
2027-05-22,861
2027-05-23,820
2027-05-24,1215
2027-05-25,2919
2027-05-26,2235
2027-05-27,2304
2027-05-28,861
2027-05-29,800
2027-05-30,2934
2027-05-31,1042
2027-06-01,2020
2027-06-02,844
2027-06-03,2168
2027-06-04,942
2027-06-05,1354
2027-06-06,1942
2027-06-07,2666
2027-06-08,294
2027-06-09,624
2027-06-10,2077
2027-06-11,2300
2027-06-12,1361
2027-06-13,952
2027-06-14,1194
2027-06-15,668
2027-06-16,2379
2027-06-17,2033
2027-06-18,1530
2027-06-19,2386
2027-06-20,2320
2027-06-21,2939
2027-06-22,2823
2027-06-23,2947
2027-06-24,2140
2027-06-25,1951
2027-06-26,299
2027-06-27,1693
2027-06-28,208
2027-06-29,2110
2027-06-30,1083
2027-07-01,2738
2027-07-02,2702
2027-07-03,1103
2027-07-04,2779
2027-07-05,2509
2027-07-06,261
2027-07-07,902
2027-07-08,2603
2027-07-09,1857
2027-07-10,335
2027-07-11,788
2027-07-12,1491
2027-07-13,1732
2027-07-14,1297
2027-07-15,769
2027-07-16,2195
2027-07-17,178
2027-07-18,1692
2027-07-19,1497
2027-07-20,1023
2027-07-21,889
2027-07-22,2269
2027-07-23,2089
2027-07-24,1006
2027-07-25,2880
2027-07-26,1619
2027-07-27,292
2027-07-28,856
2027-07-29,1743
2027-07-30,1036
2027-07-31,2445
2027-08-01,2209
2027-08-02,748
2027-08-03,2665
2027-08-04,2298
2027-08-05,2344
2027-08-06,2852
2027-08-07,170
2027-08-08,350
2027-08-09,1606
2027-08-10,2832
2027-08-11,289
2027-08-12,2989
2027-08-13,1292
2027-08-14,2821
2027-08-15,320
2027-08-16,1324
2027-08-17,1211
2027-08-18,2143
2027-08-19,2332
2027-08-20,2618
2027-08-21,1580
2027-08-22,566
2027-08-23,987
2027-08-24,1864
2027-08-25,2470
2027-08-26,2454
2027-08-27,893
2027-08-28,198
2027-08-29,736
2027-08-30,2533
2027-08-31,2406
2027-09-01,2868
2027-09-02,2493
2027-09-03,1657
2027-09-04,2164
2027-09-05,828
2027-09-06,2233
2027-09-07,1729
2027-09-08,719
2027-09-09,1451
2027-09-10,196
2027-09-11,2164
2027-09-12,300
2027-09-13,326
2027-09-14,521
2027-09-15,623
2027-09-16,350
2027-09-17,2443
2027-09-18,2020
2027-09-19,781
2027-09-20,1987
2027-09-21,1941
2027-09-22,1143
2027-09-23,2583
2027-09-24,925
2027-09-25,1856
2027-09-26,1044
2027-09-27,1311
2027-09-28,1839
2027-09-29,1749
2027-09-30,733
2027-10-01,1568
2027-10-02,498
2027-10-03,819
2027-10-04,1672
2027-10-05,2535
2027-10-06,715
2027-10-07,2359
2027-10-08,2151
2027-10-09,1538
2027-10-10,1050
2027-10-11,2985
2027-10-12,1265
2027-10-13,2031
2027-10-14,1960
2027-10-15,437
2027-10-16,683
2027-10-17,2776
2027-10-18,673
2027-10-19,2211
2027-10-20,2050
2027-10-21,1858
2027-10-22,624
2027-10-23,2976
2027-10-24,1698
2027-10-25,2266
2027-10-26,1327
2027-10-27,2019
2027-10-28,565
2027-10-29,1356
2027-10-30,1518
2027-10-31,1781
2027-11-01,2531
2027-11-02,1806
2027-11-03,1437
2027-11-04,2862
2027-11-05,1121
2027-11-06,2240
2027-11-07,2397
2027-11-08,1307
2027-11-09,342
2027-11-10,2724
2027-11-11,1334
2027-11-12,2655
2027-11-13,2790
2027-11-14,528
2027-11-15,2140
2027-11-16,546
2027-11-17,2711
2027-11-18,230
2027-11-19,1753
2027-11-20,717
2027-11-21,2226
2027-11-22,2270
2027-11-23,2867
2027-11-24,652
2027-11-25,1329
2027-11-26,441
2027-11-27,448
2027-11-28,1531
2027-11-29,1946
2027-11-30,2316
2027-12-01,282
2027-12-02,228
2027-12-03,1365
2027-12-04,2302
2027-12-05,2234
2027-12-06,920
2027-12-07,124
2027-12-08,118
2027-12-09,497
2027-12-10,1373
2027-12-11,552
2027-12-12,780
2027-12-13,2092
2027-12-14,2101
2027-12-15,2718
2027-12-16,836
2027-12-17,2114
2027-12-18,2204
2027-12-19,1384
2027-12-20,380
2027-12-21,2930
2027-12-22,2731
2027-12-23,2969
2027-12-24,2292
2027-12-25,1445
2027-12-26,1711
2027-12-27,2753
2027-12-28,924
2027-12-29,783
2027-12-30,495
2027-12-31,1960
2028-01-01,2048
2028-01-02,2224
2028-01-03,147
2028-01-04,1575
2028-01-05,1420
2028-01-06,1315
2028-01-07,2706
2028-01-08,577
2028-01-09,1164
2028-01-10,1978
2028-01-11,923
2028-01-12,687
2028-01-13,2771
2028-01-14,720
2028-01-15,1550
2028-01-16,1250
2028-01-17,1082
2028-01-18,881
2028-01-19,2131
2028-01-20,448
2028-01-21,590
2028-01-22,2455
2028-01-23,1518
2028-01-24,104
2028-01-25,1386
2028-01-26,261
2028-01-27,2473
2028-01-28,2402
2028-01-29,2903
2028-01-30,1917
2028-01-31,2666
2028-02-01,1321
2028-02-02,916
2028-02-03,1152
2028-02-04,439
2028-02-05,1746
2028-02-06,929
2028-02-07,2411
2028-02-08,2527
2028-02-09,2185
2028-02-10,622
2028-02-11,1654
2028-02-12,1354
2028-02-13,675
2028-02-14,131
2028-02-15,2547
2028-02-16,197
2028-02-17,1093
2028-02-18,796
2028-02-19,2391
2028-02-20,2647
2028-02-21,2543
2028-02-22,486
2028-02-23,2006
2028-02-24,1134
2028-02-25,1918
2028-02-26,985
2028-02-27,2594
2028-02-28,1822
2028-02-29,1882
2028-03-01,1859
2028-03-02,433
2028-03-03,2503
2028-03-04,1040
2028-03-05,2883
2028-03-06,771
2028-03-07,750
2028-03-08,395
2028-03-09,1756
2028-03-10,165
2028-03-11,118
2028-03-12,1806
2028-03-13,2591
2028-03-14,1639
2028-03-15,121
2028-03-16,843
2028-03-17,2607
2028-03-18,664
2028-03-19,1315
2028-03-20,842
2028-03-21,751
2028-03-22,2414
2028-03-23,1793
2028-03-24,2228
2028-03-25,1179
2028-03-26,1468
2028-03-27,1009
2028-03-28,2375
2028-03-29,290
2028-03-30,885
2028-03-31,2140
2028-04-01,1983
2028-04-02,275
2028-04-03,676
2028-04-04,1800
2028-04-05,2160
2028-04-06,2927
2028-04-07,662
2028-04-08,2720
2028-04-09,872
2028-04-10,2112
2028-04-11,974
2028-04-12,2792
2028-04-13,817
2028-04-14,719
2028-04-15,1523
2028-04-16,2678
2028-04-17,1909
2028-04-18,1509
2028-04-19,1282
2028-04-20,1255
2028-04-21,2568
2028-04-22,2977
2028-04-23,2220
2028-04-24,1117
2028-04-25,1055
2028-04-26,936
2028-04-27,2571
2028-04-28,2324
2028-04-29,2408
2028-04-30,352
2028-05-01,498
2028-05-02,2773
2028-05-03,2051
2028-05-04,2141
2028-05-05,2336
2028-05-06,2469
2028-05-07,1656
2028-05-08,732
2028-05-09,2160
2028-05-10,2327
2028-05-11,2702
2028-05-12,244
2028-05-13,146
2028-05-14,179
2028-05-15,906
2028-05-16,2774
2028-05-17,786
2028-05-18,1705
2028-05-19,601
2028-05-20,1487
2028-05-21,2256
2028-05-22,421
2028-05-23,253
2028-05-24,588
2028-05-25,2020
2028-05-26,2171
2028-05-27,2335
2028-05-28,166
2028-05-29,211
2028-05-30,805
2028-05-31,1082
2028-06-01,2249
2028-06-02,966
2028-06-03,942
2028-06-04,1582
2028-06-05,1556
2028-06-06,973
2028-06-07,2906
2028-06-08,2115
2028-06-09,2878
2028-06-10,2627
2028-06-11,201
2028-06-12,2844
2028-06-13,1935
2028-06-14,2252
2028-06-15,922
2028-06-16,2107
2028-06-17,1033
2028-06-18,781
2028-06-19,698
2028-06-20,300
2028-06-21,2405
2028-06-22,2696
2028-06-23,960
2028-06-24,2890
2028-06-25,937
2028-06-26,2611
2028-06-27,1297
2028-06-28,2358
2028-06-29,1453
2028-06-30,2442
2028-07-01,316
2028-07-02,2789
2028-07-03,996
2028-07-04,1200
2028-07-05,2613
2028-07-06,436
2028-07-07,1070
2028-07-08,2570
2028-07-09,1987
2028-07-10,2492
2028-07-11,1841
2028-07-12,2800
2028-07-13,916
2028-07-14,1058
2028-07-15,2177
2028-07-16,2304
2028-07-17,1846
2028-07-18,1006
2028-07-19,1972
2028-07-20,2768
2028-07-21,2440
2028-07-22,2260
2028-07-23,2667
2028-07-24,2954
2028-07-25,277
2028-07-26,2933
2028-07-27,2424
2028-07-28,2582
2028-07-29,756
2028-07-30,2266
2028-07-31,713
2028-08-01,1124
2028-08-02,368
2028-08-03,1878
2028-08-04,1457
2028-08-05,2856
2028-08-06,1030
2028-08-07,1424
2028-08-08,1458
2028-08-09,872
2028-08-10,496
2028-08-11,2098
2028-08-12,695
2028-08-13,1802
2028-08-14,2633
2028-08-15,1108
2028-08-16,1913
2028-08-17,431
2028-08-18,1095
2028-08-19,629
2028-08-20,1001
2028-08-21,326
2028-08-22,1010
2028-08-23,1239
2028-08-24,1098
2028-08-25,2659
2028-08-26,2304
2028-08-27,112
2028-08-28,2042
2028-08-29,903
2028-08-30,2744
2028-08-31,723
2028-09-01,802
2028-09-02,2777
2028-09-03,2862
2028-09-04,2206
2028-09-05,701
2028-09-06,1433
2028-09-07,770
2028-09-08,283
2028-09-09,1796
2028-09-10,1900
2028-09-11,1100
2028-09-12,2369
2028-09-13,2995
2028-09-14,190
2028-09-15,1113
2028-09-16,797
2028-09-17,1322
2028-09-18,2014
2028-09-19,1114
2028-09-20,1899
2028-09-21,2151
2028-09-22,2792
2028-09-23,1159
2028-09-24,614
2028-09-25,993
2028-09-26,157
2028-09-27,2044
2028-09-28,2436
2028-09-29,242
2028-09-30,166
2028-10-01,2555
2028-10-02,2709
2028-10-03,582
2028-10-04,2442
2028-10-05,1516
2028-10-06,1306
2028-10-07,402
2028-10-08,568
2028-10-09,2454
2028-10-10,2024
2028-10-11,2787
2028-10-12,109
2028-10-13,750
2028-10-14,692
2028-10-15,2917
2028-10-16,248
2028-10-17,605
2028-10-18,654
2028-10-19,841
2028-10-20,1789
2028-10-21,2885
2028-10-22,1491
2028-10-23,1832
2028-10-24,1762
2028-10-25,582
2028-10-26,612
2028-10-27,2855
2028-10-28,529
2028-10-29,530
2028-10-30,2695
2028-10-31,1079
2028-11-01,1344
2028-11-02,504
2028-11-03,2100
2028-11-04,833
2028-11-05,2538
2028-11-06,1021
2028-11-07,1035
2028-11-08,2666
2028-11-09,1580
2028-11-10,2319
2028-11-11,1471
2028-11-12,1452
2028-11-13,1772
2028-11-14,1620
2028-11-15,714
2028-11-16,1164
2028-11-17,2125
2028-11-18,573
2028-11-19,969
2028-11-20,2178
2028-11-21,1179
2028-11-22,314
2028-11-23,2225
2028-11-24,1495
2028-11-25,1552
2028-11-26,1869
2028-11-27,842
2028-11-28,1194
2028-11-29,1105
2028-11-30,199
2028-12-01,1791
2028-12-02,1246
2028-12-03,1327
2028-12-04,768
2028-12-05,1083
2028-12-06,329
2028-12-07,2921
2028-12-08,137
2028-12-09,1186
2028-12-10,2902
2028-12-11,2153
2028-12-12,1062
2028-12-13,514
2028-12-14,445
2028-12-15,2376
2028-12-16,1896
2028-12-17,2651
2028-12-18,2378
2028-12-19,2760
2028-12-20,2434
2028-12-21,2622
2028-12-22,1721
2028-12-23,2506
2028-12-24,1550
2028-12-25,2861
2028-12-26,1029
2028-12-27,2677
2028-12-28,384
2028-12-29,2801
2028-12-30,2072
2028-12-31,1344
2029-01-01,1336
2029-01-02,2513
2029-01-03,1591
2029-01-04,193
2029-01-05,149
2029-01-06,320
2029-01-07,1282
2029-01-08,594
2029-01-09,2981
2029-01-10,2130
2029-01-11,2349
2029-01-12,864
2029-01-13,440
2029-01-14,126
2029-01-15,2541
2029-01-16,1608
2029-01-17,1416
2029-01-18,2488
2029-01-19,1612
2029-01-20,992
2029-01-21,2240
2029-01-22,2221
2029-01-23,2127
2029-01-24,1439
2029-01-25,2518
2029-01-26,2427
2029-01-27,2279
2029-01-28,2758
2029-01-29,1396
2029-01-30,2311
2029-01-31,1330
2029-02-01,2778
2029-02-02,2630
2029-02-03,1268
2029-02-04,2143
2029-02-05,1112
2029-02-06,2517
2029-02-07,2353
2029-02-08,1906
2029-02-09,1929
2029-02-10,1728
2029-02-11,2029
2029-02-12,991
2029-02-13,1738
2029-02-14,359
2029-02-15,1236
2029-02-16,2584
2029-02-17,488
2029-02-18,2484
2029-02-19,1838
2029-02-20,335
2029-02-21,620
2029-02-22,1212
2029-02-23,1690
2029-02-24,1403
2029-02-25,139
2029-02-26,2303
2029-02-27,2350
2029-02-28,312
2029-03-01,1863
2029-03-02,2355
2029-03-03,1710
2029-03-04,652
2029-03-05,1285
2029-03-06,451
2029-03-07,2949
2029-03-08,1582
2029-03-09,2315
2029-03-10,1237
2029-03-11,1311
2029-03-12,1022
2029-03-13,730
2029-03-14,103
2029-03-15,321
2029-03-16,720
2029-03-17,898
2029-03-18,1142
2029-03-19,1389
2029-03-20,1610
2029-03-21,2464
2029-03-22,627
2029-03-23,1830
2029-03-24,1465
2029-03-25,1874
2029-03-26,2099
2029-03-27,1144
2029-03-28,1153
2029-03-29,548
2029-03-30,866
2029-03-31,1686
2029-04-01,1663
2029-04-02,1755
2029-04-03,816
2029-04-04,2909
2029-04-05,2797
2029-04-06,1029
2029-04-07,489
2029-04-08,2947
2029-04-09,2071
2029-04-10,1787
2029-04-11,2664
2029-04-12,1096
2029-04-13,2965
2029-04-14,2072
2029-04-15,2100
2029-04-16,154
2029-04-17,1246
2029-04-18,770
2029-04-19,292
2029-04-20,1026
2029-04-21,2427
2029-04-22,1255
2029-04-23,1019
2029-04-24,1019
2029-04-25,816
2029-04-26,2679
2029-04-27,1840
2029-04-28,2893
2029-04-29,1538
2029-04-30,123
2029-05-01,2936
2029-05-02,1572
2029-05-03,2754
2029-05-04,1076
2029-05-05,2763
2029-05-06,1325
2029-05-07,2858
2029-05-08,400
2029-05-09,2471
2029-05-10,2533
2029-05-11,2971
2029-05-12,243
2029-05-13,2715
2029-05-14,2118
2029-05-15,989
2029-05-16,2612
2029-05-17,329
2029-05-18,1913
2029-05-19,1271
2029-05-20,1758
2029-05-21,1178
2029-05-22,2168
2029-05-23,605
2029-05-24,2174
2029-05-25,2412
2029-05-26,1470
2029-05-27,2632
2029-05-28,988
2029-05-29,1721
2029-05-30,171
2029-05-31,119
2029-06-01,2418
2029-06-02,1822
2029-06-03,2371
2029-06-04,2957
2029-06-05,770
2029-06-06,715
2029-06-07,1943
2029-06-08,2800
2029-06-09,368
2029-06-10,1257
2029-06-11,587
2029-06-12,1739
2029-06-13,2088
2029-06-14,968
2029-06-15,744
2029-06-16,782
2029-06-17,1339
2029-06-18,2562
2029-06-19,2622
2029-06-20,1920
2029-06-21,2751
2029-06-22,1594
2029-06-23,2743
2029-06-24,132
2029-06-25,1900
2029-06-26,1909
2029-06-27,903
2029-06-28,2078
2029-06-29,1436
2029-06-30,1420
2029-07-01,1716
2029-07-02,762
2029-07-03,1485
2029-07-04,146
2029-07-05,2315
2029-07-06,1827
2029-07-07,305
2029-07-08,943
2029-07-09,279
2029-07-10,610
2029-07-11,1048
2029-07-12,1361
2029-07-13,435
2029-07-14,1514
2029-07-15,2643
2029-07-16,1232
2029-07-17,1677
2029-07-18,2327
2029-07-19,169
2029-07-20,1871
2029-07-21,2665
2029-07-22,2853
2029-07-23,2002
2029-07-24,1654
2029-07-25,1702
2029-07-26,2126
2029-07-27,222
2029-07-28,1420
2029-07-29,1235
2029-07-30,1808
2029-07-31,1163
2029-08-01,1562
2029-08-02,2094
2029-08-03,2778
2029-08-04,1786
2029-08-05,2408
2029-08-06,1703
2029-08-07,2261
2029-08-08,803
2029-08-09,560
2029-08-10,2444
2029-08-11,1460
2029-08-12,2490
2029-08-13,237
2029-08-14,759
2029-08-15,758
2029-08-16,661
2029-08-17,2462
2029-08-18,837
2029-08-19,2156
2029-08-20,808
2029-08-21,231
2029-08-22,2038
2029-08-23,2572
2029-08-24,2409
2029-08-25,786
2029-08-26,2943
2029-08-27,2823
2029-08-28,787
2029-08-29,645
2029-08-30,2502
2029-08-31,844
2029-09-01,2110
2029-09-02,2457
2029-09-03,491
2029-09-04,167
2029-09-05,2573
2029-09-06,233
2029-09-07,1273
2029-09-08,1047
2029-09-09,1936
2029-09-10,948
2029-09-11,2873
2029-09-12,2584
2029-09-13,392
2029-09-14,787
2029-09-15,2615
2029-09-16,1303
2029-09-17,2022
2029-09-18,725
2029-09-19,304
2029-09-20,1968
2029-09-21,2664
2029-09-22,1428
2029-09-23,1513
2029-09-24,2692
2029-09-25,289
2029-09-26,2828
2029-09-27,2500
2029-09-28,507
2029-09-29,2701
2029-09-30,1118
2029-10-01,403
2029-10-02,2279
2029-10-03,715
2029-10-04,204
2029-10-05,1278
2029-10-06,2554
2029-10-07,554
2029-10-08,2082
2029-10-09,2802
2029-10-10,2193
2029-10-11,2327
2029-10-12,1157
2029-10-13,774
2029-10-14,479
2029-10-15,2224
2029-10-16,2292
2029-10-17,2654
2029-10-18,2019
2029-10-19,470
2029-10-20,2774
2029-10-21,420
2029-10-22,1896
2029-10-23,2733
2029-10-24,2790
2029-10-25,2122
2029-10-26,586
2029-10-27,1710
2029-10-28,1268
2029-10-29,2493
2029-10-30,2678
2029-10-31,1724
2029-11-01,616
2029-11-02,2062
2029-11-03,1708
2029-11-04,1822
2029-11-05,2540
2029-11-06,589
2029-11-07,1417
2029-11-08,2083
2029-11-09,2722
2029-11-10,2844
2029-11-11,102
2029-11-12,681
2029-11-13,2354
2029-11-14,2866
2029-11-15,1285
2029-11-16,823
2029-11-17,1038
2029-11-18,1073
2029-11-19,1610
2029-11-20,2204
2029-11-21,2408
2029-11-22,836
2029-11-23,2512
2029-11-24,118
2029-11-25,2693
2029-11-26,653
2029-11-27,373
2029-11-28,436
2029-11-29,1299
2029-11-30,499
2029-12-01,563
2029-12-02,2298
2029-12-03,2639
2029-12-04,2446
2029-12-05,1610
2029-12-06,2152
2029-12-07,2557
2029-12-08,1698
2029-12-09,1341
2029-12-10,324
2029-12-11,2801
2029-12-12,903
2029-12-13,2428
2029-12-14,1573
2029-12-15,1234
2029-12-16,1468
2029-12-17,363
2029-12-18,2069
2029-12-19,102
2029-12-20,1561
2029-12-21,181
2029-12-22,145
2029-12-23,2835
2029-12-24,1220
2029-12-25,1841
2029-12-26,1824
2029-12-27,2274
2029-12-28,1531
2029-12-29,2831
2029-12-30,1255
2029-12-31,2330
2030-01-01,2312
2030-01-02,2389
2030-01-03,2206
2030-01-04,532
2030-01-05,972
2030-01-06,2202
2030-01-07,1498
2030-01-08,1514
2030-01-09,2226
2030-01-10,1919
2030-01-11,259
2030-01-12,586
2030-01-13,1678
2030-01-14,1042
2030-01-15,343
2030-01-16,1533
2030-01-17,843
2030-01-18,2402
2030-01-19,1005
2030-01-20,2856
2030-01-21,146
2030-01-22,1461
2030-01-23,2334
2030-01-24,1621
2030-01-25,701
2030-01-26,1073
2030-01-27,2376
2030-01-28,946
2030-01-29,1495
2030-01-30,1156
2030-01-31,2481
2030-02-01,1574
2030-02-02,2483
2030-02-03,1217
2030-02-04,133
2030-02-05,1475
2030-02-06,2449
2030-02-07,2134
2030-02-08,1002
2030-02-09,2523
2030-02-10,1220
2030-02-11,1920
2030-02-12,1647
2030-02-13,2264
2030-02-14,2542
2030-02-15,2539
2030-02-16,360
2030-02-17,2267
2030-02-18,1799
2030-02-19,1201
2030-02-20,2470
2030-02-21,1298
2030-02-22,2390
2030-02-23,464
2030-02-24,2004
2030-02-25,853
2030-02-26,2669
2030-02-27,945
2030-02-28,2930
2030-03-01,524
2030-03-02,152
2030-03-03,2679
2030-03-04,1656
2030-03-05,2849
2030-03-06,306
2030-03-07,723
2030-03-08,395
2030-03-09,554
2030-03-10,2266
2030-03-11,2279
2030-03-12,550
2030-03-13,865
2030-03-14,1990
2030-03-15,1829
2030-03-16,433
2030-03-17,2342
2030-03-18,2086
2030-03-19,898
2030-03-20,2051
2030-03-21,1415
2030-03-22,565
2030-03-23,1513
2030-03-24,531
2030-03-25,429
2030-03-26,770
2030-03-27,2730
2030-03-28,984
2030-03-29,2730
2030-03-30,1510
2030-03-31,2489
2030-04-01,529
2030-04-02,1430
2030-04-03,868
2030-04-04,1704
2030-04-05,2140
2030-04-06,2191
2030-04-07,2284
2030-04-08,133
2030-04-09,379
2030-04-10,687
2030-04-11,737
2030-04-12,1464
2030-04-13,1564
2030-04-14,1447
2030-04-15,584
2030-04-16,612
2030-04-17,1564
2030-04-18,152
2030-04-19,603
2030-04-20,700
2030-04-21,2599
2030-04-22,2430
2030-04-23,279
2030-04-24,1175
2030-04-25,863
2030-04-26,590
2030-04-27,1377
2030-04-28,1807
2030-04-29,1819
2030-04-30,1757
2030-05-01,2947
2030-05-02,2912
2030-05-03,1721
2030-05-04,2659
2030-05-05,1109
2030-05-06,937
2030-05-07,1342
2030-05-08,1725
2030-05-09,650
2030-05-10,2153
2030-05-11,2120
2030-05-12,330
2030-05-13,2232
2030-05-14,1947
2030-05-15,635
2030-05-16,1759
2030-05-17,144
2030-05-18,147
2030-05-19,2367
2030-05-20,1245
2030-05-21,1232
2030-05-22,2019
2030-05-23,2437
2030-05-24,1059
2030-05-25,520
2030-05-26,1432
2030-05-27,1575
2030-05-28,593
2030-05-29,596
2030-05-30,851
2030-05-31,933
2030-06-01,506
2030-06-02,937
2030-06-03,2343
2030-06-04,760
2030-06-05,333
2030-06-06,1315
2030-06-07,1073
2030-06-08,1955
2030-06-09,327
2030-06-10,631
2030-06-11,1394
2030-06-12,2974
2030-06-13,596
2030-06-14,1941
2030-06-15,2740
2030-06-16,2681
2030-06-17,159
2030-06-18,1192
2030-06-19,1366
2030-06-20,2370
2030-06-21,2172
2030-06-22,2555
2030-06-23,1048
2030-06-24,2892
2030-06-25,1166
2030-06-26,2064
2030-06-27,987
2030-06-28,934
2030-06-29,2344
2030-06-30,1621
2030-07-01,331
2030-07-02,563
2030-07-03,2034
2030-07-04,1723
2030-07-05,536
2030-07-06,1106
2030-07-07,348
2030-07-08,1885
2030-07-09,1815
2030-07-10,1179
2030-07-11,2757
2030-07-12,2309
2030-07-13,1880
2030-07-14,627
2030-07-15,478
2030-07-16,2638
2030-07-17,656
2030-07-18,1966
2030-07-19,159
2030-07-20,587
2030-07-21,1183
2030-07-22,550
2030-07-23,2288
2030-07-24,1618
2030-07-25,2782
2030-07-26,1366
2030-07-27,582
2030-07-28,2276
2030-07-29,284
2030-07-30,1366
2030-07-31,195
2030-08-01,2128
2030-08-02,1339
2030-08-03,1687
2030-08-04,1844
2030-08-05,158
2030-08-06,795
2030-08-07,2074
2030-08-08,1791
2030-08-09,988
2030-08-10,638
2030-08-11,485
2030-08-12,170
2030-08-13,2059
2030-08-14,1504
2030-08-15,1168
2030-08-16,2838
2030-08-17,1781
2030-08-18,1673
2030-08-19,1746
2030-08-20,2788
2030-08-21,2247
2030-08-22,763
2030-08-23,1039
2030-08-24,2656
2030-08-25,713
2030-08-26,1533
2030-08-27,496
2030-08-28,332
2030-08-29,1291
2030-08-30,1397
2030-08-31,832
2030-09-01,657
2030-09-02,1226
2030-09-03,1845
2030-09-04,1419
2030-09-05,2179
2030-09-06,2318
2030-09-07,2207
2030-09-08,1724
2030-09-09,1512
2030-09-10,611
2030-09-11,2879
2030-09-12,2041
2030-09-13,1732
2030-09-14,740
2030-09-15,1427
2030-09-16,858
2030-09-17,2279
2030-09-18,2054
2030-09-19,1689
2030-09-20,1361
2030-09-21,868
2030-09-22,1939
2030-09-23,262
2030-09-24,801
2030-09-25,1174
2030-09-26,2194
2030-09-27,2211
2030-09-28,944
2030-09-29,1250
2030-09-30,1523
2030-10-01,2113
2030-10-02,1365
2030-10-03,648
2030-10-04,1313
2030-10-05,1898
2030-10-06,1244
2030-10-07,2331
2030-10-08,1304
2030-10-09,220
2030-10-10,1180
2030-10-11,476
2030-10-12,1358
2030-10-13,1309
2030-10-14,396
2030-10-15,510
2030-10-16,2415
2030-10-17,2389
2030-10-18,2062
2030-10-19,2776
2030-10-20,2166
2030-10-21,1528
2030-10-22,1095
2030-10-23,625
2030-10-24,2510
2030-10-25,2507
2030-10-26,1597
2030-10-27,2066
2030-10-28,1027
2030-10-29,1865
2030-10-30,776
2030-10-31,1165
2030-11-01,2708
2030-11-02,264
2030-11-03,2250
2030-11-04,491
2030-11-05,443
2030-11-06,2441
2030-11-07,373
2030-11-08,923
2030-11-09,1979
2030-11-10,1525
2030-11-11,702
2030-11-12,1271
2030-11-13,964
2030-11-14,535
2030-11-15,2233
2030-11-16,1513
2030-11-17,1541
2030-11-18,2963
2030-11-19,1762
2030-11-20,811
2030-11-21,2095
2030-11-22,306
2030-11-23,927
2030-11-24,498
2030-11-25,1520
2030-11-26,2372
2030-11-27,1449
